vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,BMW,X3,2013,11,216209,hybrid,manual,1600,critical,"engine knocking noise, rough idle",2,Timing belt tensioner failure,Replace timing belt,4214,7456
car,Mercedes,Sprinter,2020,4,264842,hybrid,manual,1400,critical,"rough idle, engine stalls, high fuel consumption, difficulty starting",4,Fouled spark plugs,Replace spark plugs,1006,2013
car,Toyota,Yaris,2024,0,113570,hybrid,automatic,1800,low,"rough idle, engine overheating",2,Stuck thermostat,Replace thermostat,524,933
car,Mercedes,C-Class,2022,2,90681,petrol,automatic,2500,high,"noise when braking, brake pedal vibration",2,Warped brake disc,Replace brake discs,2420,4034
car,Peugeot,Expert,2005,19,342886,hybrid,automatic,2200,critical,vehicle wanders on road,1,Ball joint socket failure,Replace ball joint,3409,5966
car,Kia,Rio,2019,5,172886,petrol,manual,2000,high,noise when braking,1,Worn brake pads,Replace brake pads,1459,2675
car,Peugeot,Expert,2007,17,155119,hybrid,manual,1800,high,"difficulty starting, dim headlights",2,Dead battery,Replace battery,1436,2394
car,Peugeot,Expert,2011,13,132344,petrol,automatic,1000,high,"rough idle, engine stalls",2,Spark plug electrode wear,Replace spark plugs,776,1552
car,Toyota,Hilux,2018,6,58765,diesel,manual,1800,medium,"brake pedal vibration, noise when braking",2,Disc surface wear,Replace brake discs,1693,2823
car,Ford,Fiesta,2009,15,135943,diesel,manual,1200,low,engine overheating,1,Radiator crack,Replace radiator,1876,3175
moto,Honda,Forza,2018,6,289399,diesel,automatic,600,medium,"engine stalls, difficulty starting",2,Fouled spark plugs,Replace spark plugs,575,1150
car,Volkswagen,Polo,2020,4,198341,diesel,manual,2000,medium,"gear slipping, transmission jerking, difficulty changing gears",3,Gearbox bearing wear,Repair gearbox,6182,11482
car,Hyundai,Santa Fe,2013,11,76349,diesel,automatic,1200,low,"car pulls to one side, burning smell",2,Caliper hydraulic leak,Replace brake caliper,1323,2383
car,Kia,Sportage,2006,18,191852,hybrid,automatic,1800,medium,"low oil level warning, burning smell, oil stain under vehicle",3,Valve cover gasket leak,Fix oil leak,1655,3104
truck,Isuzu,NQR,2007,17,120699,diesel,manual,3500,high,"noise when braking, brake pedal feels soft, car pulls to one side",3,Seized caliper,Replace brake caliper,2500,4500
car,BMW,X3,2009,15,83125,hybrid,manual,1600,high,"coolant level dropping, engine overheating",2,Radiator pinhole leak,Fix coolant leak,1277,2341
moto,Honda,CRF,2012,12,26458,diesel,manual,400,high,"suspension noise, clunking when turning, excessive bouncing",3,Shock absorber oil leak,Replace shock absorbers,2320,4008
truck,Isuzu,NQR,2020,4,162520,petrol,manual,5000,high,"rough idle, engine overheating",2,Stuck thermostat,Replace thermostat,964,1714
car,Mercedes,A-Class,2010,14,317168,diesel,automatic,1400,critical,"excessive bouncing, suspension noise",2,Shock absorber oil leak,Replace shock absorbers,4392,7586
bus,Mercedes,A-Class,2021,3,276827,hybrid,automatic,8000,critical,"brake pedal vibration, noise when braking",2,Warped brake disc,Replace brake discs,3827,6379
car,Peugeot,Expert,2012,12,5770,diesel,manual,2500,medium,"high fuel consumption, engine stalls, fuel smell",3,Clogged fuel injector,Replace fuel injectors,1553,2951
bus,Volvo,FM,2018,6,321877,hybrid,automatic,5000,high,"white smoke from exhaust, coolant overflow, engine overheating, coolant level dropping",4,Radiator corrosion,Replace radiator,3633,6149
moto,Yamaha,NMAX,2011,13,141890,hybrid,automatic,250,high,brake pedal vibration,1,Disc surface wear,Replace brake discs,2791,4652
car,Toyota,Land Cruiser,2018,6,330253,diesel,automatic,1200,medium,"check engine light, difficulty starting, battery warning light",3,Dead battery,Replace battery,1266,2111
truck,Isuzu,Forward,2024,0,34508,petrol,automatic,3500,high,"brake pedal vibration, noise when braking",2,Disc surface wear,Replace brake discs,2296,3827
car,Kia,Cerato,2024,0,207349,diesel,automatic,1200,medium,"high fuel consumption, engine stalls, difficulty starting, rough idle",4,Fouled spark plugs,Replace spark plugs,530,1060
moto,Yamaha,XT660,2016,8,186350,petrol,automatic,125,medium,"burning smell, brake pedal feels soft, car pulls to one side, noise when braking",4,Caliper hydraulic leak,Replace brake caliper,1853,3336
moto,Yamaha,NMAX,2016,8,9162,petrol,automatic,600,high,"white smoke from exhaust, coolant overflow, engine overheating",3,Radiator corrosion,Replace radiator,2327,3938
bus,Volvo,FM,2007,17,10643,diesel,automatic,8000,medium,"white smoke from exhaust, engine overheating, loss of power",3,Overheating damage to gasket,Replace head gasket,6398,11197
bus,Volvo,9700,2017,7,123677,petrol,automatic,5000,critical,"noise when braking, brake pedal vibration, vehicle wanders on road",3,Disc surface wear,Replace brake discs,3262,5437
car,Renault,Duster,2017,7,321022,petrol,manual,2000,medium,"low oil level warning, engine knocking noise, oil stain under vehicle, burning smell",4,Valve cover gasket leak,Fix oil leak,1836,3442
car,Renault,Megane,2020,4,83994,hybrid,manual,1400,high,"battery warning light, dim headlights, difficulty starting, check engine light",4,Dead battery,Replace battery,1159,1932
moto,Honda,PCX,2009,15,27278,hybrid,manual,125,high,"difficulty starting, dim headlights",2,Battery cell failure,Replace battery,1312,2186
truck,Mercedes,E-Class,2013,11,339513,diesel,automatic,5000,medium,"car pulls to one side, brake pedal feels soft",2,Seized caliper,Replace brake caliper,2321,4178
car,Peugeot,Partner,2005,19,11436,hybrid,automatic,1200,low,"difficulty starting, dim headlights",2,Alternator belt wear,Replace alternator,1443,2526
car,Dacia,Dokker,2017,7,15888,diesel,automatic,2000,medium,"burning smell, engine knocking noise, oil stain under vehicle",3,Valve cover gasket leak,Fix oil leak,1192,2235
car,Ford,Ranger,2011,13,339966,hybrid,manual,1200,medium,fuel smell,1,Clogged fuel injector,Replace fuel injectors,2251,4276
car,Renault,Symbol,2013,11,77642,petrol,manual,1200,medium,"burning smell, clutch slipping, difficulty changing gears",3,Worn clutch disc,Replace clutch kit,3559,6228
moto,Honda,CRF,2023,1,83793,hybrid,manual,125,medium,"AC not cooling well, high fuel consumption",2,AC gas leak,Refill AC refrigerant,429,787
car,Peugeot,206,2024,0,96606,hybrid,automatic,1000,medium,"gear slipping, difficulty changing gears",2,Gearbox synchronizer failure,Repair gearbox,5333,9905
moto,Yamaha,FZ6,2007,17,79244,petrol,manual,700,low,"battery warning light, difficulty starting, dim headlights, electrical accessories failing",4,Alternator failure,Replace alternator,1632,2857
bus,Isuzu,N-Series,2013,11,118204,hybrid,manual,7000,low,"AC not cooling well, high fuel consumption",2,AC gas leak,Refill AC refrigerant,436,800
car,Kia,Picanto,2022,2,247082,petrol,automatic,1000,low,"sweet smell from engine bay, coolant level dropping, engine overheating",3,Cracked coolant hose,Fix coolant leak,821,1506
bus,Mercedes,Vito,2011,13,233482,hybrid,automatic,8000,low,clunking when turning,1,Ball joint wear,Replace ball joint,1379,2414
truck,Isuzu,NQR,2007,17,22379,petrol,automatic,5000,low,"gear slipping, difficulty changing gears",2,Gearbox bearing wear,Repair gearbox,4033,7491
car,Hyundai,Santa Fe,2005,19,322399,diesel,manual,1000,high,"rough idle, coolant level dropping, engine overheating",3,Overheating damage to gasket,Replace head gasket,12486,21851
bus,Isuzu,Forward,2016,8,303667,petrol,automatic,7000,high,"difficulty changing gears, transmission jerking, gear slipping",3,Gearbox bearing wear,Repair gearbox,9905,18395
car,Renault,Kangoo,2011,13,302756,diesel,automatic,1400,medium,brake pedal vibration,1,Disc surface wear,Replace brake discs,2863,4772
bus,Volvo,9700,2008,16,11497,diesel,automatic,6000,critical,"coolant level dropping, coolant overflow",2,Radiator corrosion,Replace radiator,3327,5630
car,Kia,Picanto,2021,3,128105,diesel,automatic,1400,medium,"high fuel consumption, black smoke from exhaust, check engine light",3,Failed O2 sensor,Replace oxygen sensor,919,1685
car,Ford,Focus,2012,12,14941,diesel,automatic,2000,medium,"transmission jerking, difficulty changing gears, gear slipping",3,Gearbox bearing wear,Repair gearbox,5242,9736
car,Peugeot,208,2016,8,185852,petrol,automatic,2000,medium,"dim headlights, battery warning light, difficulty starting",3,Battery cell failure,Replace battery,1031,1719
car,Ford,Transit,2015,9,314458,diesel,manual,1800,medium,"clunking when turning, vehicle wanders on road",2,Ball joint socket failure,Replace ball joint,1821,3187
truck,Ford,Focus,2018,6,318007,petrol,automatic,3000,critical,"engine overheating, rough idle",2,Stuck thermostat,Replace thermostat,1533,2726
car,Ford,Kuga,2017,7,218099,petrol,automatic,2500,low,"engine overheating, white smoke from exhaust, coolant level dropping, coolant overflow",4,Radiator corrosion,Replace radiator,2050,3470
moto,Yamaha,R3,2009,15,199049,diesel,automatic,400,critical,"suspension noise, vehicle wanders on road, excessive bouncing",3,Worn shock absorbers,Replace shock absorbers,3995,6901
truck,Isuzu,NPR,2022,2,318850,hybrid,manual,5000,medium,"burning smell, car pulls to one side",2,Seized caliper,Replace brake caliper,2057,3703
moto,Honda,CRF,2009,15,340742,diesel,automatic,125,critical,"electrical accessories failing, battery warning light",2,Alternator belt wear,Replace alternator,4949,8662
truck,Mercedes,E-Class,2008,16,97213,diesel,manual,3000,medium,"check engine light, AC not cooling well",2,AC gas leak,Refill AC refrigerant,499,915
truck,Isuzu,Forward,2005,19,58875,diesel,manual,4000,critical,"coolant level dropping, coolant overflow",2,Radiator corrosion,Replace radiator,3936,6662
moto,Honda,Forza,2024,0,200005,diesel,automatic,125,medium,"burning smell, clutch slipping",2,Worn clutch disc,Replace clutch kit,3730,6527
moto,Honda,PCX,2015,9,110397,hybrid,manual,700,low,"difficulty changing gears, clutch slipping, transmission jerking, burning smell",4,Worn clutch disc,Replace clutch kit,2806,4912
truck,Mercedes,A-Class,2020,4,55803,hybrid,manual,4000,critical,car pulls to one side,1,Caliper hydraulic leak,Replace brake caliper,2536,4565
bus,Mercedes,C-Class,2007,17,14859,diesel,automatic,5000,low,"noise when braking, brake pedal vibration",2,Worn brake pads,Replace brake pads,688,1263
car,Ford,Transit,2020,4,135214,petrol,automatic,1400,medium,"high fuel consumption, engine stalls, loss of power, rough idle",4,Fouled spark plugs,Replace spark plugs,527,1054
bus,Volvo,9700,2011,13,135025,hybrid,manual,6000,medium,electrical accessories failing,1,Alternator failure,Replace alternator,2144,3752
truck,Mercedes,Vito,2020,4,197036,petrol,manual,3000,medium,car pulls to one side,1,Seized caliper,Replace brake caliper,1781,3206
car,Dacia,Logan,2019,5,278548,petrol,manual,1400,low,"fuel smell, black smoke from exhaust, high fuel consumption, rough idle",4,Injector seal failure,Replace fuel injectors,1449,2753
moto,Yamaha,FZ6,2015,9,64024,diesel,manual,250,medium,"black smoke from exhaust, rough idle, high fuel consumption, fuel smell",4,Clogged fuel injector,Replace fuel injectors,1531,2910
car,Renault,Symbol,2020,4,209517,petrol,automatic,1600,critical,"brake pedal vibration, noise when braking",2,Disc surface wear,Replace brake discs,3901,6502
truck,Isuzu,D-Max,2022,2,266383,diesel,manual,3500,critical,sweet smell from engine bay,1,Cracked coolant hose,Fix coolant leak,1818,3334
car,Toyota,Land Cruiser,2023,1,253001,diesel,automatic,1600,critical,"high fuel consumption, black smoke from exhaust",2,Clogged fuel injector,Replace fuel injectors,2943,5593
car,Dacia,Lodgy,2014,10,306732,diesel,automatic,2200,low,"suspension noise, excessive bouncing",2,Shock absorber oil leak,Replace shock absorbers,1782,3078
car,Volkswagen,Caddy,2018,6,29800,petrol,automatic,1800,high,"burning smell, transmission jerking, clutch slipping",3,Worn clutch disc,Replace clutch kit,3525,6169
bus,Isuzu,NQR,2012,12,340025,hybrid,automatic,5000,medium,"high fuel consumption, fuel smell",2,Clogged fuel injector,Replace fuel injectors,2331,4429
truck,Mercedes,Vito,2009,15,323981,hybrid,manual,6000,critical,clutch slipping,1,Worn clutch disc,Replace clutch kit,7758,13577
car,Kia,Sportage,2023,1,346914,diesel,automatic,1400,low,"suspension noise, excessive bouncing",2,Shock absorber oil leak,Replace shock absorbers,1854,3202
moto,Yamaha,XT660,2013,11,60527,petrol,manual,700,high,"white smoke from exhaust, coolant level dropping, engine overheating, rough idle",4,Blown head gasket,Replace head gasket,8368,14644
car,Volkswagen,Tiguan,2020,4,309923,hybrid,manual,1200,high,"gear slipping, difficulty changing gears, loss of power, transmission jerking",4,Gearbox synchronizer failure,Repair gearbox,9173,17035
car,BMW,X5,2024,0,199439,hybrid,manual,2000,high,AC making noise,1,Compressor clutch wear,Replace AC compressor,5308,9554
truck,Ford,Kuga,2019,5,77047,petrol,manual,5000,critical,difficulty changing gears,1,Gearbox synchronizer failure,Repair gearbox,9010,16733
bus,Isuzu,NQR,2008,16,200821,petrol,manual,6000,low,AC not cooling well,1,AC gas leak,Refill AC refrigerant,456,837
truck,Isuzu,NQR,2008,16,108114,petrol,manual,3500,medium,coolant overflow,1,Cracked coolant hose,Fix coolant leak,1108,2031
truck,Isuzu,Forward,2022,2,274227,petrol,automatic,6000,low,"engine overheating, white smoke from exhaust, loss of power",3,Blown head gasket,Replace head gasket,5638,9868
car,Volkswagen,Polo,2024,0,339050,hybrid,automatic,1600,medium,"AC not cooling well, AC making noise",2,AC compressor failure,Replace AC compressor,4888,8799
moto,Yamaha,FZ6,2007,17,138548,diesel,automatic,400,medium,"brake pedal feels soft, car pulls to one side",2,Caliper hydraulic leak,Replace brake caliper,2004,3608
moto,Yamaha,R3,2005,19,173081,petrol,manual,400,high,"engine knocking noise, rough idle, loss of power",3,Timing belt wear,Replace timing belt,3444,6094
truck,Mercedes,C-Class,2015,9,267031,petrol,manual,3500,high,"check engine light, black smoke from exhaust, high fuel consumption",3,O2 sensor contamination,Replace oxygen sensor,1638,3004
truck,Isuzu,N-Series,2008,16,57021,petrol,manual,5000,high,"rough idle, check engine light",2,O2 sensor contamination,Replace oxygen sensor,1368,2508
truck,Ford,Ranger,2012,12,208584,petrol,automatic,3000,medium,"electrical accessories failing, battery warning light, dim headlights",3,Alternator failure,Replace alternator,2519,4409
moto,Honda,CRF,2015,9,98260,diesel,manual,600,medium,"white smoke from exhaust, coolant overflow, coolant level dropping",3,Radiator crack,Replace radiator,2033,3441
car,Ford,Focus,2014,10,286216,hybrid,automatic,2200,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,816,1496
truck,Ford,Ranger,2010,14,157173,diesel,manual,5000,medium,"dim headlights, battery warning light, electrical accessories failing",3,Alternator failure,Replace alternator,2346,4105
car,Renault,Megane,2014,10,147909,diesel,automatic,1600,low,engine overheating,1,Stuck thermostat,Replace thermostat,624,1110
car,Mercedes,C-Class,2009,15,220127,hybrid,manual,1000,medium,"coolant level dropping, engine overheating, rough idle",3,Blown head gasket,Replace head gasket,7795,13641
moto,Honda,Forza,2015,9,110709,petrol,manual,400,medium,"excessive bouncing, vehicle wanders on road, suspension noise",3,Worn shock absorbers,Replace shock absorbers,1943,3356
moto,Honda,CRF,2006,18,109649,hybrid,manual,400,low,AC not cooling well,1,AC gas leak,Refill AC refrigerant,440,808
car,Ford,Kuga,2022,2,20888,diesel,automatic,1800,high,"AC not cooling well, AC making noise, burning smell",3,AC compressor failure,Replace AC compressor,4571,8228
car,Volkswagen,Caddy,2012,12,318978,hybrid,manual,1400,low,"low oil level warning, burning smell, oil stain under vehicle",3,Valve cover gasket leak,Fix oil leak,1503,2819
truck,Mercedes,A-Class,2017,7,38498,diesel,automatic,3000,high,"high fuel consumption, rough idle",2,Spark plug electrode wear,Replace spark plugs,618,1237
truck,Ford,Fiesta,2012,12,272037,petrol,manual,5000,high,coolant level dropping,1,Radiator pinhole leak,Fix coolant leak,1685,3090
truck,Mercedes,E-Class,2005,19,83016,diesel,automatic,6000,critical,"rough idle, loss of power",2,Spark plug electrode wear,Replace spark plugs,869,1739
moto,Yamaha,R3,2018,6,342953,hybrid,manual,125,low,"rough idle, check engine light",2,Failed O2 sensor,Replace oxygen sensor,949,1740
car,Kia,Rio,2014,10,228007,hybrid,manual,1200,high,"suspension noise, vehicle wanders on road, excessive bouncing",3,Worn shock absorbers,Replace shock absorbers,2809,4851
moto,Honda,CRF,2019,5,96261,diesel,automatic,125,high,"white smoke from exhaust, engine overheating",2,Overheating damage to gasket,Replace head gasket,8812,15422
bus,Mercedes,A-Class,2018,6,217522,petrol,automatic,8000,medium,"electrical accessories failing, battery warning light, dim headlights, difficulty starting",4,Alternator failure,Replace alternator,2281,3992
moto,Yamaha,NMAX,2013,11,151704,diesel,manual,125,low,"burning smell, engine knocking noise, low oil level warning",3,Oil pan seal failure,Fix oil leak,1083,2032
car,Peugeot,Partner,2013,11,144215,diesel,manual,2200,medium,brake pedal vibration,1,Warped brake disc,Replace brake discs,2049,3415
truck,Isuzu,N-Series,2010,14,323622,diesel,manual,3500,medium,"difficulty changing gears, transmission jerking",2,Gearbox bearing wear,Repair gearbox,8414,15627
car,Renault,Megane,2008,16,348320,petrol,automatic,1600,medium,"low oil level warning, engine knocking noise",2,Oil pan seal failure,Fix oil leak,2100,3938
moto,Honda,CRF,2013,11,232415,diesel,automatic,125,medium,"black smoke from exhaust, check engine light, rough idle, high fuel consumption",4,O2 sensor contamination,Replace oxygen sensor,1258,2308
car,Hyundai,i20,2016,8,56127,petrol,automatic,1600,high,coolant level dropping,1,Radiator pinhole leak,Fix coolant leak,1316,2413
car,Volkswagen,Caddy,2020,4,196089,hybrid,automatic,1800,high,brake pedal vibration,1,Warped brake disc,Replace brake discs,3003,5006
car,Peugeot,Partner,2015,9,118997,hybrid,manual,1200,critical,"rough idle, difficulty starting, engine overheating",3,Stuck thermostat,Replace thermostat,1263,2245
car,Toyota,Corolla,2014,10,194977,diesel,automatic,1200,critical,"engine knocking noise, rough idle",2,Timing belt wear,Replace timing belt,4353,7702
car,Peugeot,206,2006,18,248615,diesel,automatic,1200,medium,"rough idle, high fuel consumption",2,Thermostat valve failure,Replace thermostat,1000,1777
car,Dacia,Sandero,2008,16,270838,diesel,manual,1600,low,"sweet smell from engine bay, coolant level dropping",2,Radiator pinhole leak,Fix coolant leak,1023,1876
car,Peugeot,Expert,2006,18,107816,hybrid,automatic,2500,low,excessive bouncing,1,Worn shock absorbers,Replace shock absorbers,1658,2864
truck,Ford,Focus,2019,5,263439,diesel,automatic,6000,low,"oil stain under vehicle, low oil level warning",2,Valve cover gasket leak,Fix oil leak,1127,2113
truck,Ford,Focus,2010,14,83058,petrol,manual,3000,medium,"difficulty changing gears, transmission jerking, gear slipping, loss of power",4,Gearbox synchronizer failure,Repair gearbox,6049,11234
moto,Yamaha,XT660,2014,10,206747,hybrid,automatic,600,high,"brake pedal feels soft, car pulls to one side, noise when braking",3,Seized caliper,Replace brake caliper,2437,4387
car,Kia,Cerato,2020,4,188671,diesel,manual,2000,critical,"suspension noise, excessive bouncing",2,Shock absorber oil leak,Replace shock absorbers,3315,5725
car,Volkswagen,Passat,2018,6,257556,diesel,automatic,2200,low,AC making noise,1,Compressor clutch wear,Replace AC compressor,3698,6657
car,BMW,Serie 5,2023,1,313124,hybrid,automatic,1000,medium,AC not cooling well,1,AC gas leak,Refill AC refrigerant,568,1041
car,Ford,Ranger,2009,15,158361,petrol,manual,1800,critical,"difficulty changing gears, loss of power",2,Gearbox bearing wear,Repair gearbox,10690,19852
car,Ford,Kuga,2022,2,31234,diesel,manual,2500,low,"clutch slipping, burning smell, transmission jerking",3,Clutch pressure plate failure,Replace clutch kit,2252,3941
car,Renault,Megane,2022,2,123082,diesel,manual,2500,high,noise when braking,1,Warped brake disc,Replace brake discs,2598,4331
bus,Volvo,9700,2015,9,292296,diesel,manual,7000,high,"AC not cooling well, AC making noise",2,AC compressor failure,Replace AC compressor,7231,13016
moto,Honda,PCX,2006,18,231211,diesel,manual,400,high,"noise when braking, brake pedal vibration",2,Warped brake disc,Replace brake discs,3559,5932
car,BMW,Serie 3,2017,7,186952,hybrid,automatic,1800,high,"gear slipping, transmission jerking",2,Gearbox synchronizer failure,Repair gearbox,9008,16729
car,Peugeot,308,2010,14,190362,hybrid,manual,1400,medium,"check engine light, battery warning light",2,Battery cell failure,Replace battery,1111,1852
moto,Yamaha,NMAX,2006,18,177126,diesel,automatic,125,low,"electrical accessories failing, AC making noise, AC not cooling well",3,Compressor clutch wear,Replace AC compressor,4231,7617
moto,Honda,CB500,2014,10,268075,petrol,manual,700,low,"high fuel consumption, fuel smell",2,Injector seal failure,Replace fuel injectors,1700,3231
bus,Isuzu,N-Series,2018,6,225158,diesel,automatic,6000,high,AC making noise,1,Compressor clutch wear,Replace AC compressor,6108,10995
car,Dacia,Dokker,2006,18,326830,petrol,automatic,1600,high,check engine light,1,Failed O2 sensor,Replace oxygen sensor,1962,3597
truck,Isuzu,D-Max,2023,1,338335,hybrid,automatic,4000,medium,"excessive bouncing, vehicle wanders on road, suspension noise, clunking when turning",4,Ball joint wear,Replace ball joint,1687,2953
car,Ford,Ranger,2008,16,262412,diesel,automatic,1800,medium,"dim headlights, battery warning light, difficulty starting",3,Dead battery,Replace battery,1368,2281
car,Hyundai,Santa Fe,2017,7,262097,petrol,manual,1400,high,"coolant level dropping, sweet smell from engine bay, engine overheating",3,Cracked coolant hose,Fix coolant leak,1501,2752
truck,Ford,Ranger,2007,17,12442,petrol,automatic,6000,medium,"burning smell, AC not cooling well, AC making noise",3,AC compressor failure,Replace AC compressor,4086,7355
car,Mercedes,A-Class,2010,14,237776,diesel,manual,1800,medium,"excessive bouncing, suspension noise",2,Worn shock absorbers,Replace shock absorbers,2197,3795
car,Mercedes,E-Class,2020,4,140930,diesel,automatic,1800,medium,"AC making noise, AC not cooling well",2,AC compressor failure,Replace AC compressor,3879,6983
car,Dacia,Duster,2018,6,220242,hybrid,automatic,2500,low,"engine overheating, coolant level dropping, loss of power, white smoke from exhaust",4,Overheating damage to gasket,Replace head gasket,5882,10293
car,BMW,X5,2020,4,338038,hybrid,manual,2500,critical,"brake pedal feels soft, noise when braking, brake pedal vibration",3,Brake pad degradation,Replace brake pads,2228,4084
car,Volkswagen,Tiguan,2019,5,217384,hybrid,automatic,1800,high,brake pedal vibration,1,Brake pad degradation,Replace brake pads,1544,2831
moto,Yamaha,MT-07,2012,12,168034,hybrid,automatic,250,high,"difficulty changing gears, clutch slipping",2,Clutch pressure plate failure,Replace clutch kit,4712,8247
car,Mercedes,A-Class,2008,16,179521,diesel,automatic,1000,critical,"difficulty starting, dim headlights, battery warning light",3,Battery cell failure,Replace battery,2110,3516
car,Mercedes,C-Class,2006,18,79803,petrol,manual,1000,low,check engine light,1,Failed O2 sensor,Replace oxygen sensor,804,1474
bus,Isuzu,NPR,2007,17,8692,hybrid,automatic,7000,low,"AC not cooling well, high fuel consumption",2,AC gas leak,Refill AC refrigerant,365,670
truck,Mercedes,A-Class,2011,13,96815,petrol,manual,3500,high,"brake pedal vibration, noise when braking",2,Disc surface wear,Replace brake discs,2766,4611
car,Hyundai,Santa Fe,2017,7,180763,petrol,manual,1000,medium,"engine overheating, high fuel consumption",2,Thermostat valve failure,Replace thermostat,772,1372
moto,Honda,Forza,2010,14,45480,hybrid,manual,600,critical,"engine overheating, coolant overflow, sweet smell from engine bay",3,Radiator pinhole leak,Fix coolant leak,1784,3271
moto,Yamaha,FZ6,2005,19,313321,petrol,automatic,250,high,"loss of power, engine knocking noise, black smoke from exhaust",3,Timing belt tensioner failure,Replace timing belt,4333,7667
car,Toyota,Yaris,2014,10,232875,hybrid,manual,1200,high,"difficulty starting, electrical accessories failing, battery warning light",3,Alternator belt wear,Replace alternator,3047,5332
car,Renault,Clio,2010,14,121774,hybrid,automatic,1400,high,suspension noise,1,Shock absorber oil leak,Replace shock absorbers,2750,4751
car,Volkswagen,Caddy,2008,16,143295,petrol,automatic,1600,medium,"difficulty starting, battery warning light, electrical accessories failing",3,Alternator belt wear,Replace alternator,2464,4313
car,Hyundai,i20,2008,16,201842,petrol,automatic,1400,medium,"clutch slipping, burning smell",2,Worn clutch disc,Replace clutch kit,4109,7191
bus,Mercedes,E-Class,2021,3,30568,hybrid,manual,7000,medium,"gear slipping, loss of power, difficulty changing gears",3,Gearbox synchronizer failure,Repair gearbox,5023,9329
car,Toyota,Hilux,2010,14,60519,petrol,automatic,1600,critical,"noise when braking, vehicle wanders on road, brake pedal vibration",3,Warped brake disc,Replace brake discs,3285,5476
car,Toyota,Land Cruiser,2023,1,250800,diesel,manual,2200,medium,"black smoke from exhaust, high fuel consumption",2,Failed O2 sensor,Replace oxygen sensor,1162,2130
car,Kia,Rio,2010,14,220527,petrol,automatic,2200,critical,"battery warning light, dim headlights, electrical accessories failing",3,Alternator belt wear,Replace alternator,4517,7906
moto,Honda,Forza,2024,0,47887,diesel,automatic,400,medium,"difficulty starting, battery warning light, electrical accessories failing, dim headlights",4,Alternator failure,Replace alternator,1810,3168
moto,Honda,CRF,2009,15,12634,hybrid,manual,600,medium,"dim headlights, battery warning light, difficulty starting",3,Battery cell failure,Replace battery,961,1602
car,Toyota,Land Cruiser,2015,9,226278,hybrid,manual,2000,medium,"sweet smell from engine bay, coolant level dropping",2,Cracked coolant hose,Fix coolant leak,1180,2164
car,Peugeot,308,2020,4,7570,petrol,manual,1800,high,"brake pedal vibration, vehicle wanders on road",2,Disc surface wear,Replace brake discs,2322,3870
car,BMW,Serie 1,2009,15,122059,hybrid,automatic,1400,low,"engine stalls, rough idle, difficulty starting",3,Fouled spark plugs,Replace spark plugs,452,904
truck,Mercedes,Sprinter,2016,8,91186,diesel,automatic,6000,critical,"check engine light, black smoke from exhaust",2,O2 sensor contamination,Replace oxygen sensor,1751,3211
car,Hyundai,i10,2016,8,195555,diesel,manual,2500,low,brake pedal vibration,1,Warped brake disc,Replace brake discs,1650,2751
moto,Yamaha,XT660,2006,18,270974,petrol,manual,125,critical,"brake pedal vibration, brake pedal feels soft",2,Worn brake pads,Replace brake pads,2201,4035
bus,Isuzu,D-Max,2024,0,36932,diesel,automatic,8000,medium,"difficulty starting, electrical accessories failing, battery warning light",3,Alternator failure,Replace alternator,1646,2880
truck,Ford,Fiesta,2007,17,285742,diesel,manual,3500,critical,"dim headlights, electrical accessories failing, battery warning light",3,Alternator failure,Replace alternator,4909,8592
truck,Mercedes,A-Class,2024,0,185544,hybrid,manual,5000,low,"vehicle wanders on road, suspension noise, excessive bouncing",3,Worn shock absorbers,Replace shock absorbers,1401,2420
moto,Yamaha,R3,2012,12,222358,diesel,automatic,600,medium,"high fuel consumption, fuel smell",2,Clogged fuel injector,Replace fuel injectors,1926,3660
car,Toyota,Yaris,2022,2,246703,petrol,manual,1200,critical,"gear slipping, transmission jerking, difficulty changing gears",3,Gearbox bearing wear,Repair gearbox,11552,21454
bus,Volvo,FH16,2019,5,183221,petrol,manual,7000,low,electrical accessories failing,1,Alternator failure,Replace alternator,1643,2875
car,Peugeot,206,2018,6,126972,petrol,manual,1200,low,"coolant level dropping, loss of power, white smoke from exhaust",3,Overheating damage to gasket,Replace head gasket,5121,8962
moto,Yamaha,XT660,2011,13,252619,hybrid,manual,250,high,"coolant level dropping, sweet smell from engine bay, engine overheating",3,Radiator pinhole leak,Fix coolant leak,1708,3131
bus,Isuzu,D-Max,2013,11,340655,diesel,manual,8000,medium,"white smoke from exhaust, coolant level dropping, coolant overflow, engine overheating",4,Radiator crack,Replace radiator,2928,4955
moto,Honda,PCX,2011,13,120196,diesel,manual,125,medium,"high fuel consumption, engine overheating",2,Thermostat valve failure,Replace thermostat,795,1413
truck,Ford,Focus,2011,13,28568,hybrid,automatic,5000,critical,oil stain under vehicle,1,Valve cover gasket leak,Fix oil leak,2293,4299
car,BMW,Serie 1,2008,16,297057,petrol,automatic,2000,low,"difficulty starting, rough idle, engine stalls, high fuel consumption",4,Spark plug electrode wear,Replace spark plugs,498,996
moto,Honda,PCX,2014,10,274187,petrol,manual,125,high,battery warning light,1,Dead battery,Replace battery,1577,2628
