vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,Volkswagen,Golf,2007,17,304278,petrol,manual,1200,medium,"AC blows warm air, AC not cooling, AC weak airflow",3,AC gas leak,Refill AC refrigerant,652,1195
truck,Ford,Focus,2023,1,14469,hybrid,manual,3000,high,"steering wheel vibration, grinding brake noise",2,Warped brake disc,Replace brake discs,2016,3360
bus,Isuzu,Forward,2020,4,10857,diesel,manual,5000,high,"battery drains while driving, alternator warning light",2,Alternator failure,Replace alternator,2034,3559
car,Toyota,Land Cruiser,2021,3,155202,hybrid,automatic,2200,high,"squeaking brakes, brake pedal vibration",2,Worn brake pads,Replace brake pads,1337,2452
car,Volkswagen,Passat,2022,2,53024,hybrid,automatic,1600,medium,milky oil on dipstick,1,Overheating damage to gasket,Replace head gasket,5962,10434
moto,Yamaha,R3,2017,7,244540,hybrid,automatic,700,high,"uneven tire wear, excessive bouncing after bump, suspension noise, nose dive when braking",4,Shock absorber oil leak,Replace shock absorbers,2878,4972
car,Kia,Cerato,2011,13,14220,diesel,manual,1200,medium,"loss of power, engine knocking noise, engine wont start suddenly",3,Timing belt tensioner failure,Replace timing belt,2036,3602
bus,Mercedes,E-Class,2010,14,338262,diesel,manual,5000,medium,"brake pedal vibration, car pulls to one side when braking",2,Seized caliper,Replace brake caliper,2260,4068
car,BMW,X3,2019,5,5698,petrol,manual,1600,medium,"AC weak airflow, AC blows warm air",2,AC gas leak,Refill AC refrigerant,404,742
car,Dacia,Duster,2008,16,144395,petrol,automatic,2500,high,"brake pedal vibration, grinding brake noise, steering wheel vibration",3,Warped brake disc,Replace brake discs,3030,5050
car,Ford,Kuga,2013,11,310952,diesel,manual,1000,medium,"check engine light on, black smoke from exhaust",2,O2 sensor contamination,Replace oxygen sensor,1256,2304
car,Renault,Clio,2008,16,133306,hybrid,automatic,1600,high,"dim headlights, car does not start, difficulty starting, battery warning light",4,Dead battery,Replace battery,1511,2519
car,Toyota,Land Cruiser,2013,11,305891,hybrid,automatic,1000,medium,"clutch hard to press, clutch slipping, clutch pedal spongy",3,Clutch pressure plate failure,Replace clutch kit,4589,8032
car,BMW,Serie 1,2013,11,76566,petrol,automatic,2500,medium,"brake pedal soft, squeaking brakes, brake pedal vibration, suspension noise",4,Brake pad degradation,Replace brake pads,1053,1931
car,Ford,Fiesta,2012,12,155326,hybrid,manual,1000,critical,ticking noise from engine top,1,Timing belt wear,Replace timing belt,3896,6893
car,Kia,Sportage,2013,11,248121,diesel,manual,1200,high,"engine overheating, coolant overflow, coolant loss",3,Radiator crack,Replace radiator,3460,5855
car,Ford,Ranger,2013,11,318398,diesel,manual,1400,high,"brake pedal soft, squeaking brakes, brake pedal vibration, suspension noise",4,Worn brake pads,Replace brake pads,1684,3087
moto,Honda,Forza,2015,9,171173,petrol,automatic,700,medium,"burning smell when changing gears, clutch slipping",2,Worn clutch disc,Replace clutch kit,3764,6587
car,Volkswagen,Caddy,2022,2,21589,petrol,manual,1200,critical,"clutch slipping, clutch hard to press, clutch pedal spongy",3,Clutch pressure plate failure,Replace clutch kit,4560,7981
car,Ford,Focus,2021,3,327753,petrol,automatic,1000,low,"brake pedal vibration, brake vibration at high speed, steering wheel vibration",3,Disc surface wear,Replace brake discs,1879,3133
car,Volkswagen,Caddy,2024,0,345589,petrol,manual,2200,medium,"battery warning light, difficulty starting, car does not start",3,Battery cell failure,Replace battery,1134,1891
moto,Yamaha,R3,2018,6,252928,hybrid,automatic,700,critical,"engine slow to warm up, poor fuel consumption, engine overheating, heater not working",4,Stuck thermostat,Replace thermostat,1584,2817
moto,Honda,Forza,2023,1,70385,petrol,manual,600,low,"visible radiator leak, engine overheating, coolant loss",3,Radiator corrosion,Replace radiator,1541,2608
car,Kia,Picanto,2011,13,107463,diesel,manual,2200,critical,"clunking noise when turning, front end wandering",2,Ball joint wear,Replace ball joint,2241,3923
truck,Ford,Focus,2018,6,215614,hybrid,automatic,3000,medium,"AC clutch not engaging, AC not cooling, AC compressor noise",3,Compressor clutch wear,Replace AC compressor,4490,8083
truck,Mercedes,E-Class,2021,3,221633,hybrid,manual,4000,medium,"suspension noise, front end wandering, steering wheel vibration",3,Ball joint socket failure,Replace ball joint,1571,2749
car,Volkswagen,Caddy,2020,4,121911,hybrid,automatic,1400,high,"steering wheel vibration, front end wandering",2,Ball joint wear,Replace ball joint,1614,2826
car,Peugeot,308,2023,1,28223,petrol,manual,1200,high,"clutch pedal spongy, clutch slipping",2,Worn clutch disc,Replace clutch kit,3875,6781
moto,Yamaha,MT-07,2014,10,128508,petrol,manual,400,low,"difficulty starting, car does not start, dim headlights",3,Dead battery,Replace battery,757,1262
car,Volkswagen,Polo,2018,6,28624,petrol,manual,2200,medium,"engine slow to warm up, heater not working",2,Stuck thermostat,Replace thermostat,683,1215
bus,Volvo,FMX,2021,3,150104,petrol,automatic,5000,medium,"engine hesitation on acceleration, rough idle",2,Clogged fuel injector,Replace fuel injectors,1815,3448
truck,Ford,Kuga,2010,14,265298,petrol,automatic,3000,high,"clutch hard to press, burning smell when changing gears, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,5876,10283
car,Peugeot,308,2006,18,104581,hybrid,automatic,1000,low,"heater not working, engine overheating, engine slow to warm up, poor fuel consumption",4,Stuck thermostat,Replace thermostat,665,1183
truck,Isuzu,D-Max,2016,8,272008,hybrid,automatic,4000,medium,"heater not working, engine slow to warm up",2,Thermostat valve failure,Replace thermostat,956,1701
moto,Honda,CB500,2020,4,277581,hybrid,automatic,400,medium,"low oil level warning, blue smoke from exhaust, oil stain under car",3,Valve cover gasket leak,Fix oil leak,1479,2774
car,Kia,Cerato,2009,15,31303,hybrid,automatic,1400,medium,"engine overheating, coolant puddle under car, coolant level dropping, sweet smell from engine",4,Cracked coolant hose,Fix coolant leak,948,1738
car,Dacia,Duster,2019,5,224239,hybrid,manual,1800,low,"brake pedal vibration, burning smell, uneven brake wear",3,Seized caliper,Replace brake caliper,1458,2625
moto,Yamaha,MT-07,2005,19,324179,diesel,manual,125,high,"suspension noise, brake pedal vibration, brake pedal soft, squeaking brakes",4,Brake pad degradation,Replace brake pads,2075,3804
truck,Isuzu,NQR,2007,17,97485,hybrid,automatic,3000,low,"rough idle, poor fuel consumption, engine hesitation on acceleration",3,Clogged fuel injector,Replace fuel injectors,1365,2594
moto,Honda,CRF,2010,14,125183,diesel,manual,125,high,"engine overheating, visible radiator leak, coolant overflow",3,Radiator crack,Replace radiator,3236,5476
moto,Honda,CB500,2021,3,37790,hybrid,automatic,700,critical,oil burning smell,1,Oil pan seal failure,Fix oil leak,2018,3784
moto,Yamaha,XT660,2009,15,57422,hybrid,manual,250,critical,"low oil level warning, oil burning smell",2,Oil pan seal failure,Fix oil leak,2399,4499
car,Mercedes,A-Class,2018,6,110461,hybrid,automatic,1000,low,"sweet smell from engine, coolant puddle under car",2,Radiator pinhole leak,Fix coolant leak,749,1374
truck,Ford,Fiesta,2006,18,139687,diesel,manual,3000,high,clunking noise when turning,1,Ball joint wear,Replace ball joint,1910,3344
car,Volkswagen,Passat,2005,19,89892,petrol,manual,1400,medium,"engine hesitation on acceleration, rough idle, fuel smell in cabin",3,Injector seal failure,Replace fuel injectors,1713,3256
truck,Mercedes,Sprinter,2017,7,128012,hybrid,manual,4000,high,"car pulls to one side when braking, uneven brake wear",2,Caliper hydraulic leak,Replace brake caliper,2344,4219
truck,Ford,Kuga,2005,19,228354,petrol,automatic,6000,critical,"AC compressor noise, AC clutch not engaging",2,AC compressor failure,Replace AC compressor,9662,17392
truck,Mercedes,A-Class,2017,7,53055,petrol,automatic,4000,low,"steering wheel vibration, clunking noise when turning, suspension noise",3,Ball joint socket failure,Replace ball joint,874,1530
car,Peugeot,308,2011,13,338618,diesel,manual,1800,critical,"engine misfires, rough idle at startup",2,Fouled spark plugs,Replace spark plugs,1191,2382
truck,Ford,Transit,2022,2,20392,petrol,automatic,5000,medium,"brake pedal vibration, uneven brake wear, burning smell",3,Caliper hydraulic leak,Replace brake caliper,1362,2452
car,Renault,Symbol,2007,17,234915,hybrid,manual,1400,critical,"poor fuel consumption, failed emissions test",2,O2 sensor contamination,Replace oxygen sensor,2093,3837
car,Toyota,Yaris,2018,6,107365,petrol,automatic,1600,high,"AC weak airflow, AC blows warm air, AC not cooling",3,Low refrigerant,Refill AC refrigerant,634,1163
car,BMW,Serie 3,2010,14,119872,petrol,automatic,1400,low,"difficulty starting, car does not start, dim headlights",3,Dead battery,Replace battery,811,1353
car,Renault,Kangoo,2020,4,77969,hybrid,automatic,1600,medium,"brake pedal soft, brake pedal vibration",2,Brake pad degradation,Replace brake pads,928,1702
car,Peugeot,308,2005,19,279420,petrol,automatic,2200,critical,"grinding noise when shifting, gear pops out",2,Gearbox bearing wear,Repair gearbox,13581,25223
moto,Honda,CRF,2017,7,105850,petrol,manual,700,high,"grinding brake noise, steering wheel vibration",2,Disc surface wear,Replace brake discs,2602,4337
moto,Honda,Forza,2005,19,346153,hybrid,manual,600,medium,"coolant loss, coolant overflow",2,Radiator crack,Replace radiator,3414,5778
car,Hyundai,i30,2007,17,58397,diesel,manual,1600,medium,"low oil level warning, oil stain under car, oil burning smell",3,Valve cover gasket leak,Fix oil leak,1289,2418
car,Renault,Clio,2007,17,272204,hybrid,manual,1200,medium,clutch slipping,1,Clutch pressure plate failure,Replace clutch kit,4855,8497
bus,Volvo,FH16,2023,1,104392,petrol,automatic,5000,medium,"engine hesitation on acceleration, rough idle, poor fuel consumption",3,Injector seal failure,Replace fuel injectors,1432,2721
car,Renault,Megane,2007,17,327127,diesel,manual,2000,medium,coolant puddle under car,1,Cracked coolant hose,Fix coolant leak,1547,2837
car,Renault,Megane,2010,14,200764,petrol,manual,1800,critical,"clutch slipping, burning smell when changing gears, clutch hard to press, clutch pedal spongy",4,Worn clutch disc,Replace clutch kit,6579,11514
truck,Ford,Kuga,2015,9,143002,diesel,automatic,4000,high,"clutch slipping, burning smell when changing gears",2,Clutch pressure plate failure,Replace clutch kit,4487,7853
moto,Yamaha,MT-07,2020,4,188153,diesel,manual,600,medium,"AC blows warm air, AC weak airflow, AC not cooling",3,AC gas leak,Refill AC refrigerant,555,1018
truck,Mercedes,Sprinter,2020,4,159437,diesel,manual,4000,low,AC compressor noise,1,AC compressor failure,Replace AC compressor,3074,5533
car,Mercedes,C-Class,2018,6,348163,diesel,manual,1800,medium,"rough idle at startup, hard to start when cold, poor fuel consumption, engine misfires",4,Spark plug electrode wear,Replace spark plugs,665,1330
car,Dacia,Sandero,2006,18,283360,hybrid,automatic,2500,critical,"battery warning light, dim headlights, difficulty starting, car does not start",4,Battery cell failure,Replace battery,2248,3748
car,Volkswagen,Tiguan,2015,9,64062,petrol,automatic,1600,medium,"rough idle at startup, engine misfires, hard to start when cold",3,Spark plug electrode wear,Replace spark plugs,476,952
moto,Yamaha,MT-07,2009,15,184080,diesel,manual,700,medium,"hard to start when cold, engine misfires",2,Spark plug electrode wear,Replace spark plugs,611,1222
bus,Isuzu,D-Max,2023,1,183099,diesel,automatic,5000,high,ticking noise from engine top,1,Timing belt wear,Replace timing belt,2708,4791
truck,Ford,Fiesta,2005,19,90480,hybrid,automatic,4000,medium,"black smoke from exhaust, failed emissions test",2,O2 sensor contamination,Replace oxygen sensor,1095,2009
truck,Ford,Fiesta,2019,5,94743,hybrid,manual,6000,high,"blue smoke from exhaust, oil burning smell, low oil level warning",3,Valve cover gasket leak,Fix oil leak,1677,3145
moto,Honda,CB500,2008,16,217617,diesel,automatic,600,high,"grinding brake noise, steering wheel vibration",2,Warped brake disc,Replace brake discs,3265,5442
car,Kia,Cerato,2017,7,166023,hybrid,automatic,1000,medium,"brake pedal vibration, burning smell, car pulls to one side when braking",3,Seized caliper,Replace brake caliper,1839,3311
car,Volkswagen,Golf,2012,12,44778,petrol,automatic,2000,high,fuel smell in cabin,1,Injector seal failure,Replace fuel injectors,2066,3926
moto,Honda,Forza,2021,3,5116,diesel,automatic,250,high,"brake vibration at high speed, steering wheel vibration, grinding brake noise, brake pedal vibration",4,Disc surface wear,Replace brake discs,1994,3323
car,Peugeot,308,2017,7,204890,petrol,manual,2200,medium,"grinding brake noise, steering wheel vibration, brake vibration at high speed",3,Warped brake disc,Replace brake discs,2090,3483
car,Ford,Kuga,2012,12,346073,petrol,automatic,1600,high,car pulls to one side when braking,1,Seized caliper,Replace brake caliper,3183,5729
car,BMW,X5,2005,19,286691,hybrid,automatic,1200,medium,"battery drains while driving, alternator warning light, battery warning light",3,Alternator failure,Replace alternator,2828,4949
car,Mercedes,Sprinter,2017,7,95776,petrol,manual,1600,medium,"AC compressor noise, AC clutch not engaging",2,Compressor clutch wear,Replace AC compressor,4254,7658
car,Volkswagen,Polo,2023,1,43921,petrol,manual,2500,high,"gear pops out, transmission jerking, gear slipping",3,Gearbox bearing wear,Repair gearbox,6061,11256
truck,Mercedes,Vito,2012,12,192389,hybrid,manual,3000,medium,"car does not start, battery warning light",2,Battery cell failure,Replace battery,1106,1844
car,BMW,X5,2005,19,263158,hybrid,manual,2000,high,"ticking noise from engine top, loss of power, engine wont start suddenly",3,Timing belt tensioner failure,Replace timing belt,3639,6439
car,Volkswagen,Polo,2018,6,124811,diesel,automatic,2500,high,"gear pops out, grinding noise when shifting",2,Gearbox bearing wear,Repair gearbox,8261,15341
truck,Isuzu,N-Series,2009,15,252513,hybrid,manual,4000,high,"heater not working, engine slow to warm up",2,Thermostat valve failure,Replace thermostat,1305,2321
car,Volkswagen,Polo,2018,6,299827,diesel,manual,1000,critical,"battery warning light, car does not start, difficulty starting",3,Battery cell failure,Replace battery,2155,3592
car,Kia,Cerato,2008,16,302938,petrol,manual,1000,low,"oil stain under car, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1454,2727
truck,Ford,Ranger,2010,14,6357,diesel,manual,5000,low,"AC clutch not engaging, AC compressor noise",2,Compressor clutch wear,Replace AC compressor,2762,4972
car,Peugeot,Expert,2020,4,344061,diesel,automatic,1200,medium,milky oil on dipstick,1,Blown head gasket,Replace head gasket,8177,14311
car,Volkswagen,Passat,2018,6,227371,diesel,automatic,1400,low,"burning smell, car pulls to one side when braking, uneven brake wear",3,Caliper hydraulic leak,Replace brake caliper,1550,2790
car,Peugeot,308,2007,17,120448,diesel,manual,1600,high,"steering wheel vibration, suspension noise, clunking noise when turning",3,Ball joint socket failure,Replace ball joint,1970,3448
moto,Honda,CRF,2020,4,295820,hybrid,manual,125,critical,"battery drains while driving, alternator warning light",2,Alternator failure,Replace alternator,4379,7663
car,Toyota,Yaris,2020,4,75517,diesel,automatic,2500,high,milky oil on dipstick,1,Blown head gasket,Replace head gasket,7628,13349
car,Ford,Transit,2007,17,166217,diesel,automatic,1000,critical,"coolant level dropping, coolant puddle under car, engine overheating",3,Cracked coolant hose,Fix coolant leak,1958,3589
car,Kia,Picanto,2019,5,290297,diesel,automatic,2500,critical,"engine slow to warm up, poor fuel consumption, heater not working",3,Thermostat valve failure,Replace thermostat,1502,2670
car,Ford,Kuga,2011,13,278217,petrol,automatic,1800,high,"engine misfires, rough idle at startup, poor fuel consumption",3,Spark plug electrode wear,Replace spark plugs,844,1689
car,Volkswagen,Tiguan,2018,6,48938,hybrid,automatic,1400,medium,"excessive bouncing after bump, nose dive when braking",2,Shock absorber oil leak,Replace shock absorbers,1777,3069
truck,Mercedes,A-Class,2016,8,156996,diesel,manual,6000,medium,"oil stain under car, blue smoke from exhaust, oil burning smell",3,Oil pan seal failure,Fix oil leak,1485,2785
truck,Mercedes,A-Class,2018,6,11593,petrol,automatic,6000,critical,"nose dive when braking, suspension noise, uneven tire wear",3,Worn shock absorbers,Replace shock absorbers,2441,4216
car,Renault,Symbol,2009,15,184198,petrol,automatic,2500,high,oil stain under car,1,Valve cover gasket leak,Fix oil leak,1986,3725
bus,Volvo,9700,2021,3,225892,petrol,automatic,8000,medium,"battery warning light, alternator warning light, battery drains while driving, electrical accessories failing",4,Alternator belt wear,Replace alternator,2252,3941
truck,Mercedes,E-Class,2008,16,13668,petrol,manual,3500,medium,"dim headlights, difficulty starting, battery warning light",3,Battery cell failure,Replace battery,903,1506
car,Renault,Megane,2020,4,220628,hybrid,manual,2000,low,"brake pedal soft, suspension noise",2,Worn brake pads,Replace brake pads,854,1567
car,Volkswagen,Golf,2014,10,252955,diesel,manual,1200,medium,"blue smoke from exhaust, low oil level warning, oil burning smell",3,Oil pan seal failure,Fix oil leak,1752,3285
car,Hyundai,i30,2011,13,238249,petrol,automatic,1000,medium,car does not start,1,Dead battery,Replace battery,1239,2066
bus,Volvo,FH16,2012,12,68617,diesel,manual,5000,critical,"coolant loss, visible radiator leak, engine overheating, coolant overflow",4,Radiator corrosion,Replace radiator,3838,6495
car,Volkswagen,Passat,2020,4,329965,petrol,manual,1000,low,"clunking noise when turning, front end wandering",2,Ball joint wear,Replace ball joint,1343,2350
car,Mercedes,C-Class,2022,2,34394,diesel,manual,2500,medium,"clunking noise when turning, suspension noise, steering wheel vibration",3,Ball joint wear,Replace ball joint,1197,2095
car,BMW,X5,2016,8,23296,hybrid,automatic,2000,critical,"engine wont start suddenly, loss of power",2,Timing belt wear,Replace timing belt,3255,5759
car,Peugeot,Partner,2020,4,108185,petrol,automatic,1200,medium,"poor fuel consumption, black smoke from exhaust, failed emissions test, check engine light on",4,Failed O2 sensor,Replace oxygen sensor,995,1824
car,BMW,X5,2010,14,112979,petrol,manual,1200,low,"loss of power, engine wont start suddenly",2,Timing belt wear,Replace timing belt,1939,3431
car,Ford,Fiesta,2020,4,65197,petrol,manual,1400,low,"oil stain under car, low oil level warning",2,Valve cover gasket leak,Fix oil leak,931,1747
car,Hyundai,i30,2014,10,307211,diesel,manual,1800,critical,"suspension noise, squeaking brakes, brake pedal soft",3,Brake pad degradation,Replace brake pads,2328,4268
car,Kia,Picanto,2019,5,206874,diesel,automatic,1800,high,"coolant overflow, visible radiator leak",2,Radiator corrosion,Replace radiator,3161,5350
car,Ford,Transit,2012,12,200565,petrol,automatic,2200,critical,grinding noise when shifting,1,Gearbox synchronizer failure,Repair gearbox,12133,22533
car,Renault,Kangoo,2020,4,258283,hybrid,automatic,1000,high,failed emissions test,1,O2 sensor contamination,Replace oxygen sensor,1469,2693
car,Renault,Kangoo,2020,4,285065,petrol,manual,2500,high,brake pedal vibration,1,Worn brake pads,Replace brake pads,1672,3065
car,Peugeot,208,2024,0,262349,petrol,manual,1600,low,"steering wheel vibration, front end wandering, clunking noise when turning, suspension noise",4,Ball joint socket failure,Replace ball joint,1142,1999
car,Mercedes,C-Class,2010,14,259984,hybrid,manual,1800,high,uneven brake wear,1,Caliper hydraulic leak,Replace brake caliper,2790,5022
bus,Isuzu,NQR,2005,19,201206,petrol,manual,6000,medium,"coolant level dropping, coolant puddle under car",2,Radiator pinhole leak,Fix coolant leak,1199,2198
car,Toyota,Yaris,2019,5,349414,diesel,automatic,1000,medium,"visible radiator leak, coolant loss, coolant overflow",3,Radiator corrosion,Replace radiator,2734,4627
car,Peugeot,308,2020,4,132254,diesel,automatic,1400,low,"brake pedal vibration, grinding brake noise",2,Warped brake disc,Replace brake discs,1495,2492
car,Renault,Clio,2011,13,50469,petrol,automatic,1200,medium,"oil stain under car, blue smoke from exhaust, oil burning smell, low oil level warning",4,Oil pan seal failure,Fix oil leak,1334,2502
car,Volkswagen,Caddy,2018,6,172457,diesel,automatic,1400,medium,"squeaking brakes, brake pedal soft",2,Brake pad degradation,Replace brake pads,1141,2092
car,Ford,Ranger,2010,14,274230,petrol,automatic,1000,medium,"clutch hard to press, clutch slipping, clutch pedal spongy",3,Clutch pressure plate failure,Replace clutch kit,4661,8158
moto,Honda,CB500,2017,7,18767,hybrid,automatic,600,medium,engine hesitation on acceleration,1,Injector seal failure,Replace fuel injectors,1550,2945
truck,Ford,Fiesta,2018,6,152864,hybrid,manual,6000,low,"failed emissions test, check engine light on, black smoke from exhaust, poor fuel consumption",4,O2 sensor contamination,Replace oxygen sensor,780,1430
truck,Ford,Transit,2020,4,132495,diesel,manual,3000,medium,"coolant overflow, coolant loss, visible radiator leak",3,Radiator corrosion,Replace radiator,2155,3647
car,Kia,Carnival,2024,0,29103,hybrid,automatic,1000,medium,milky oil on dipstick,1,Blown head gasket,Replace head gasket,5265,9214
bus,Volvo,FMX,2007,17,96812,petrol,automatic,7000,medium,"blue smoke from exhaust, oil stain under car, low oil level warning",3,Valve cover gasket leak,Fix oil leak,1402,2629
car,Kia,Picanto,2009,15,161588,hybrid,manual,2200,medium,"oil burning smell, blue smoke from exhaust, low oil level warning",3,Valve cover gasket leak,Fix oil leak,1608,3016
moto,Yamaha,R3,2023,1,253103,petrol,automatic,700,critical,"excessive bouncing after bump, uneven tire wear, nose dive when braking",3,Worn shock absorbers,Replace shock absorbers,3218,5558
moto,Yamaha,NMAX,2007,17,327936,petrol,automatic,600,high,"AC weak airflow, AC not cooling",2,AC gas leak,Refill AC refrigerant,1018,1867
car,Dacia,Sandero,2014,10,44358,petrol,automatic,2500,high,"car pulls to one side when braking, uneven brake wear",2,Caliper hydraulic leak,Replace brake caliper,2006,3610
car,Peugeot,308,2008,16,88937,hybrid,automatic,2200,medium,"battery drains while driving, alternator warning light",2,Alternator failure,Replace alternator,2214,3875
car,Renault,Kangoo,2007,17,34161,diesel,automatic,1200,medium,"coolant level dropping, engine overheating, coolant puddle under car",3,Radiator pinhole leak,Fix coolant leak,1034,1896
car,BMW,X3,2017,7,49635,petrol,manual,1400,low,"clutch slipping, clutch pedal spongy",2,Clutch pressure plate failure,Replace clutch kit,2232,3907
truck,Mercedes,A-Class,2010,14,274820,diesel,manual,3000,low,"brake pedal vibration, uneven brake wear, car pulls to one side when braking",3,Caliper hydraulic leak,Replace brake caliper,1605,2889
bus,Mercedes,Vito,2008,16,23473,hybrid,manual,7000,high,"heater not working, engine slow to warm up",2,Stuck thermostat,Replace thermostat,912,1622
car,Kia,Rio,2010,14,139083,hybrid,automatic,2500,medium,"check engine light on, failed emissions test",2,Failed O2 sensor,Replace oxygen sensor,1180,2165
moto,Honda,Forza,2015,9,247568,petrol,automatic,400,critical,"failed emissions test, poor fuel consumption, black smoke from exhaust, check engine light on",4,O2 sensor contamination,Replace oxygen sensor,2214,4060
truck,Mercedes,Sprinter,2009,15,112797,petrol,manual,3000,low,"AC weak airflow, AC not cooling, AC blows warm air",3,Low refrigerant,Refill AC refrigerant,399,731
car,Renault,Kangoo,2008,16,38327,petrol,manual,2200,critical,"sweet smell from engine, coolant puddle under car",2,Radiator pinhole leak,Fix coolant leak,1568,2876
car,Dacia,Duster,2018,6,134482,diesel,manual,1400,low,brake pedal soft,1,Brake pad degradation,Replace brake pads,838,1537
car,BMW,Serie 1,2014,10,330392,diesel,manual,2200,medium,"battery warning light, battery drains while driving, electrical accessories failing",3,Alternator failure,Replace alternator,2699,4724
car,Toyota,Corolla,2023,1,53415,diesel,manual,1600,low,"grinding brake noise, steering wheel vibration, brake pedal vibration, brake vibration at high speed",4,Disc surface wear,Replace brake discs,1318,2197
truck,Mercedes,Vito,2008,16,136863,hybrid,manual,6000,medium,"poor fuel consumption, failed emissions test",2,Failed O2 sensor,Replace oxygen sensor,1064,1952
car,Hyundai,i30,2009,15,77784,diesel,manual,1800,medium,"difficulty starting, dim headlights, battery warning light, car does not start",4,Battery cell failure,Replace battery,1115,1859
bus,Volvo,B8R,2009,15,308567,petrol,manual,8000,low,"grinding brake noise, brake pedal vibration",2,Warped brake disc,Replace brake discs,2156,3594
car,Toyota,Corolla,2022,2,310493,diesel,automatic,1600,medium,battery drains while driving,1,Alternator belt wear,Replace alternator,2236,3913
car,Peugeot,208,2005,19,272586,hybrid,manual,1000,medium,"AC compressor noise, AC not cooling, AC clutch not engaging",3,AC compressor failure,Replace AC compressor,5656,10181
bus,Isuzu,N-Series,2005,19,142613,petrol,automatic,5000,high,fuel smell in cabin,1,Injector seal failure,Replace fuel injectors,2505,4761
car,Hyundai,i30,2016,8,307124,hybrid,manual,2200,high,"coolant overflow, engine overheating, visible radiator leak, coolant loss",4,Radiator crack,Replace radiator,3565,6033
car,Kia,Cerato,2019,5,83647,diesel,manual,1400,critical,"front end wandering, suspension noise, clunking noise when turning",3,Ball joint socket failure,Replace ball joint,2261,3957
bus,Volvo,9700,2013,11,251694,hybrid,automatic,5000,high,"check engine light on, black smoke from exhaust",2,Failed O2 sensor,Replace oxygen sensor,1561,2863
moto,Honda,CBR600,2008,16,172285,hybrid,automatic,400,low,"hard to start when cold, engine misfires, rough idle at startup, poor fuel consumption",4,Fouled spark plugs,Replace spark plugs,454,908
car,Dacia,Dokker,2021,3,213018,diesel,manual,2000,critical,"burning smell, AC clutch not engaging",2,AC compressor failure,Replace AC compressor,8084,14551
moto,Yamaha,MT-07,2020,4,152712,diesel,manual,400,critical,clutch pedal spongy,1,Clutch pressure plate failure,Replace clutch kit,6095,10666
car,Ford,Fiesta,2008,16,106222,hybrid,automatic,1400,low,"steering wheel vibration, suspension noise, front end wandering",3,Ball joint socket failure,Replace ball joint,1124,1967
car,Hyundai,i20,2009,15,213208,petrol,manual,2500,medium,"excessive bouncing after bump, uneven tire wear, nose dive when braking",3,Shock absorber oil leak,Replace shock absorbers,2454,4239
bus,Volvo,9700,2024,0,256216,petrol,automatic,8000,critical,"AC not cooling, AC compressor noise, AC clutch not engaging, burning smell",4,AC compressor failure,Replace AC compressor,7864,14156
car,Mercedes,E-Class,2010,14,315543,petrol,manual,1400,low,engine wont start suddenly,1,Timing belt wear,Replace timing belt,2425,4290
car,BMW,Serie 3,2023,1,337654,diesel,manual,2000,medium,"oil burning smell, blue smoke from exhaust, low oil level warning",3,Oil pan seal failure,Fix oil leak,1589,2980
truck,Ford,Focus,2016,8,179317,diesel,automatic,4000,high,engine misfires,1,Spark plug electrode wear,Replace spark plugs,773,1546
moto,Yamaha,NMAX,2015,9,97127,diesel,manual,400,medium,steering wheel vibration,1,Ball joint wear,Replace ball joint,1233,2158
car,Peugeot,308,2005,19,64205,hybrid,automatic,2200,low,"oil stain under car, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1055,1978
car,Ford,Transit,2022,2,47632,diesel,automatic,1000,medium,"battery drains while driving, alternator warning light, battery warning light",3,Alternator failure,Replace alternator,1847,3233
car,Hyundai,i30,2015,9,199022,petrol,automatic,1800,medium,"front end wandering, steering wheel vibration, clunking noise when turning, suspension noise",4,Ball joint wear,Replace ball joint,1547,2707
car,Dacia,Logan,2008,16,343699,diesel,automatic,1600,medium,"clunking noise when turning, front end wandering",2,Ball joint wear,Replace ball joint,2029,3552
truck,Ford,Focus,2024,0,341134,diesel,manual,4000,high,"fuel smell in cabin, engine hesitation on acceleration, poor fuel consumption, rough idle",4,Injector seal failure,Replace fuel injectors,2464,4682
car,Mercedes,E-Class,2010,14,190669,hybrid,automatic,1200,low,engine slow to warm up,1,Stuck thermostat,Replace thermostat,706,1255
car,Volkswagen,Caddy,2024,0,97610,diesel,automatic,2500,medium,"visible radiator leak, coolant loss, coolant overflow",3,Radiator crack,Replace radiator,1965,3325
car,Kia,Rio,2018,6,347930,hybrid,automatic,1400,medium,"engine slow to warm up, poor fuel consumption, heater not working",3,Stuck thermostat,Replace thermostat,967,1719
car,Hyundai,Tucson,2012,12,188588,petrol,automatic,2500,high,"heater not working, engine overheating, engine slow to warm up",3,Stuck thermostat,Replace thermostat,1229,2185
car,Toyota,RAV4,2012,12,259423,diesel,automatic,1600,low,"AC clutch not engaging, burning smell",2,AC compressor failure,Replace AC compressor,3810,6858
